,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Policy_Sales_Channel,y
6028,0,24,1,11.0,1,1,0,152.0,0
31999,1,36,1,28.0,0,0,1,157.0,1
18829,0,55,1,28.0,0,2,1,11.0,1
14471,0,42,1,3.0,0,0,1,124.0,1
26665,0,23,1,10.0,1,1,0,152.0,0
22006,0,45,1,28.0,1,0,0,26.0,0
30758,1,69,1,28.0,0,2,1,26.0,1
27857,1,55,1,42.0,0,2,1,26.0,1
22753,0,57,1,46.0,0,0,1,154.0,1
8914,1,45,1,6.0,0,0,1,124.0,1
32045,1,64,1,28.0,0,0,1,122.0,1
32452,0,29,1,28.0,1,1,0,152.0,0
12892,0,52,1,6.0,0,0,1,26.0,1
13410,0,22,1,15.0,0,1,1,160.0,0
18577,1,35,1,28.0,0,0,0,156.0,0
28722,0,25,1,7.0,0,1,1,152.0,0
29395,0,48,1,28.0,0,0,1,13.0,1
1784,1,37,1,47.0,0,0,1,26.0,1
22181,0,49,1,28.0,0,2,1,26.0,1
7110,0,58,1,28.0,0,2,1,26.0,1
12550,1,51,1,8.0,1,0,0,122.0,0
26054,1,21,1,46.0,0,1,1,152.0,1
26658,1,50,1,28.0,0,0,1,111.0,1
25859,0,51,1,35.0,0,0,1,156.0,1
35543,0,51,1,28.0,0,0,1,26.0,0
2975,1,30,1,35.0,0,1,1,152.0,1
9981,1,37,1,21.0,0,0,1,152.0,1
31284,0,43,1,43.0,0,0,1,124.0,1
14509,0,25,1,27.0,0,1,1,152.0,0
30409,1,48,1,3.0,0,0,1,26.0,1
11365,1,27,1,41.0,1,1,0,152.0,0
23500,0,21,1,4.0,0,1,1,152.0,0
12930,1,23,1,46.0,1,1,0,152.0,0
2530,1,43,1,28.0,0,2,1,26.0,1
18886,1,23,1,29.0,1,1,0,152.0,0
21317,1,59,1,8.0,0,0,1,26.0,1
17313,1,35,1,23.0,0,0,1,124.0,1
18709,1,22,1,8.0,0,1,1,152.0,1
31727,0,43,1,28.0,0,0,1,156.0,0
433,0,65,1,28.0,0,0,1,26.0,1
22933,0,24,1,8.0,1,1,0,152.0,0
19660,0,25,1,46.0,1,1,0,152.0,0
11904,1,31,1,46.0,0,0,1,154.0,1
27217,0,31,1,27.0,0,1,0,152.0,1
22113,1,43,1,28.0,0,0,1,26.0,0
26671,0,26,1,28.0,1,1,0,152.0,0
27517,0,46,1,29.0,0,0,1,26.0,1
14109,0,39,1,28.0,0,2,1,124.0,1
14858,1,26,1,28.0,0,1,1,26.0,1
19126,1,48,1,28.0,0,0,1,26.0,1
23300,0,37,1,28.0,0,0,1,124.0,1
6547,1,23,1,16.0,0,1,0,152.0,0
19175,0,53,1,28.0,0,2,1,26.0,1
11660,1,25,1,42.0,1,1,0,152.0,0
2644,1,35,1,24.0,0,0,1,154.0,1
11402,0,46,1,36.0,0,0,1,124.0,1
33881,0,26,1,6.0,0,1,0,152.0,0
19731,1,59,1,6.0,0,0,1,26.0,0
31155,0,25,1,41.0,1,1,0,152.0,0
5181,1,46,1,0.0,0,0,1,124.0,0
3085,1,51,1,28.0,0,0,1,26.0,1
2780,1,43,1,38.0,0,0,1,124.0,1
6234,1,44,1,8.0,0,2,1,124.0,1
7056,0,44,1,28.0,0,0,0,26.0,0
16900,0,69,1,33.0,0,0,1,26.0,0
29491,0,25,1,7.0,1,1,0,152.0,0
18670,1,50,1,28.0,0,2,1,26.0,1
3593,1,44,1,28.0,0,0,1,26.0,1
7091,1,73,1,39.0,0,0,1,124.0,1
4791,1,63,1,28.0,1,0,0,124.0,0
12796,1,26,1,14.0,0,1,1,152.0,1
26701,1,46,1,47.0,0,0,1,26.0,1
20737,0,47,1,50.0,0,0,1,26.0,1
12261,0,47,1,37.0,0,0,1,26.0,1
3291,1,44,1,28.0,0,2,1,26.0,0
15910,1,23,1,2.0,0,1,1,151.0,1
754,1,41,1,40.0,0,0,1,124.0,1
13449,0,71,1,28.0,0,0,1,156.0,0
1791,0,25,1,28.0,0,1,1,152.0,1
7135,1,50,1,28.0,0,0,0,124.0,0
2250,1,22,1,41.0,1,1,0,152.0,0
28339,0,61,1,8.0,1,0,0,124.0,0
26713,0,47,1,46.0,0,0,1,124.0,1
30781,1,43,1,28.0,0,0,1,124.0,1
6928,1,33,1,28.0,0,1,1,152.0,0
4229,1,38,1,41.0,0,0,1,152.0,1
12776,1,46,1,14.0,0,0,1,124.0,0
9170,0,43,1,41.0,0,0,1,124.0,0
2527,0,39,1,35.0,0,0,1,26.0,1
31427,0,45,1,28.0,0,2,1,26.0,1
11186,0,23,1,49.0,0,1,1,152.0,1
24131,0,42,1,28.0,0,0,1,26.0,0
14738,1,29,1,26.0,0,2,1,26.0,0
20078,1,46,1,28.0,0,0,1,124.0,1
2688,0,49,1,28.0,0,0,1,55.0,1
15318,1,35,1,45.0,0,0,1,154.0,1
30240,0,24,1,28.0,1,1,0,152.0,0
28121,0,50,1,28.0,0,0,1,26.0,0
30174,1,21,1,29.0,0,0,1,154.0,1
9053,1,31,1,47.0,0,1,0,154.0,1
18092,0,48,1,18.0,0,0,1,156.0,1
21160,0,44,1,28.0,0,0,1,26.0,1
26815,1,56,1,15.0,0,2,1,124.0,0
18769,1,32,1,28.0,0,1,1,152.0,1
27591,1,32,1,50.0,0,1,1,152.0,1
13378,1,51,1,28.0,0,0,1,26.0,0
3425,0,33,1,41.0,0,1,1,152.0,1
8492,0,41,1,28.0,0,0,1,25.0,1
24211,1,52,1,18.0,0,0,1,26.0,1
19349,1,60,1,28.0,0,0,1,29.0,1
18642,0,27,1,23.0,1,1,0,152.0,0
6526,1,36,1,28.0,0,2,1,13.0,1
26731,1,64,1,8.0,0,0,1,124.0,1
34896,1,24,1,30.0,1,1,1,152.0,0
31443,0,57,1,13.0,0,0,1,26.0,1
11371,0,26,1,50.0,1,1,0,152.0,0
6771,1,40,1,21.0,0,0,1,160.0,0
13114,1,52,1,28.0,0,0,1,44.0,0
170,0,60,1,28.0,0,0,0,26.0,0
958,0,64,1,28.0,1,0,0,26.0,0
10656,0,33,1,28.0,0,0,1,124.0,1
20415,0,35,1,11.0,0,0,1,124.0,1
11793,0,43,1,28.0,0,0,1,124.0,1
17020,0,42,1,28.0,0,0,1,26.0,1
10925,1,30,1,28.0,0,1,1,124.0,1
13401,1,39,1,50.0,1,0,0,18.0,0
13256,1,27,1,3.0,1,1,0,152.0,0
13702,1,67,1,46.0,0,0,1,124.0,1
30525,1,56,1,28.0,0,0,1,26.0,1
3050,0,24,1,41.0,0,1,1,152.0,1
14944,0,41,1,28.0,0,0,1,124.0,1
24777,1,21,1,43.0,0,1,0,160.0,0
2761,1,26,1,27.0,1,1,0,152.0,0
13114,0,37,1,8.0,0,0,1,26.0,1
943,1,54,1,28.0,0,0,1,26.0,1
29307,1,25,1,2.0,1,1,0,152.0,0
28374,1,22,1,8.0,1,1,0,152.0,0
26192,1,23,1,21.0,1,1,1,152.0,0
689,0,56,1,28.0,0,0,1,55.0,1
7107,1,59,1,28.0,0,2,1,26.0,1
11548,1,59,1,28.0,0,0,1,122.0,0
13400,1,22,1,28.0,0,1,1,152.0,1
20560,0,58,1,28.0,0,2,1,26.0,1
23468,1,64,1,28.0,0,0,1,122.0,1
11191,0,64,1,46.0,0,0,1,26.0,0
17292,0,25,1,28.0,0,1,1,152.0,1
36436,1,20,1,34.0,1,1,0,160.0,0
902,0,53,1,41.0,0,0,1,154.0,1
27198,0,46,1,3.0,0,0,1,157.0,1
16546,1,75,1,37.0,0,2,1,26.0,0
17728,1,39,1,48.0,1,0,0,124.0,0
17683,1,31,1,6.0,0,1,0,152.0,1
35803,1,55,1,1.0,1,0,0,26.0,0
4267,0,59,1,28.0,0,0,1,52.0,0
29250,1,77,1,48.0,0,0,1,26.0,0
24377,0,33,1,29.0,0,0,1,157.0,1
30128,1,42,1,28.0,0,0,1,122.0,0
31927,1,60,1,28.0,0,0,1,26.0,1
4065,0,35,1,28.0,0,0,1,158.0,1
14910,0,28,1,8.0,1,1,0,152.0,0
30165,1,42,1,28.0,0,0,1,124.0,1
17962,1,45,1,41.0,0,2,1,124.0,0
5517,1,37,1,15.0,0,0,1,26.0,1
11567,0,28,1,14.0,1,1,0,152.0,0
19762,1,33,1,15.0,0,0,1,163.0,1
10574,1,40,1,28.0,0,2,1,26.0,0
332,1,40,1,15.0,0,0,1,124.0,0
29464,0,50,1,28.0,0,0,1,25.0,1
9506,1,48,1,38.0,1,0,0,124.0,0
1336,1,51,1,3.0,0,2,1,26.0,0
32663,1,26,1,15.0,1,1,0,152.0,0
21197,0,49,1,41.0,0,0,1,124.0,1
6258,0,30,1,29.0,1,1,0,152.0,0
21580,1,24,1,21.0,1,1,0,152.0,0
16140,1,40,1,3.0,0,0,1,124.0,1
13247,1,45,1,28.0,0,0,1,26.0,1
1270,0,48,1,11.0,0,0,1,124.0,0
6970,1,47,1,39.0,1,0,0,124.0,0
25595,1,27,1,15.0,1,1,0,152.0,0
628,0,39,1,20.0,0,0,1,124.0,1
14624,1,32,1,28.0,0,1,1,122.0,1
21827,0,23,1,28.0,0,0,1,26.0,0
9889,0,35,1,28.0,0,0,1,154.0,1
32267,1,39,1,50.0,1,0,0,18.0,0
11310,1,46,1,8.0,0,0,1,124.0,1
4384,1,23,1,28.0,0,1,1,152.0,1
30644,0,45,1,28.0,0,0,1,124.0,0
11692,1,30,1,8.0,1,1,0,152.0,0
27248,1,51,1,29.0,0,0,1,156.0,1
21255,1,44,1,28.0,0,0,1,40.0,1
3874,1,34,1,28.0,0,0,1,124.0,1
13458,1,31,1,28.0,0,0,0,156.0,1
4230,1,80,1,28.0,0,0,1,124.0,0
5223,0,20,1,13.0,0,1,1,160.0,0
11997,0,58,1,28.0,1,0,0,26.0,0
5228,1,45,1,28.0,0,0,1,124.0,1
6133,1,42,1,28.0,0,0,1,124.0,1
10587,0,36,1,30.0,0,0,1,124.0,0
31819,1,61,1,8.0,0,0,1,124.0,0
6672,1,56,1,28.0,0,0,1,26.0,1
8790,1,46,1,18.0,0,0,1,163.0,1
6851,1,52,1,29.0,0,0,1,124.0,1
37041,0,74,1,28.0,0,0,1,124.0,0
17371,1,61,1,30.0,0,0,1,26.0,0
16117,0,61,1,28.0,0,0,1,122.0,0
29700,1,41,1,28.0,0,0,1,26.0,1
10206,0,48,1,28.0,1,0,0,26.0,0
4277,1,43,1,19.0,0,0,1,124.0,0
20500,1,25,1,16.0,0,0,1,122.0,1
19036,0,43,1,28.0,0,0,1,124.0,1
15381,1,44,1,33.0,0,0,1,124.0,1
25577,1,36,1,37.0,0,0,1,26.0,0
16758,1,23,1,14.0,1,1,0,152.0,0
8700,1,51,1,28.0,1,0,0,25.0,0
7543,0,22,1,43.0,0,1,1,160.0,0
25813,1,47,1,28.0,0,0,1,26.0,1
11667,1,53,1,41.0,0,0,1,124.0,1
24684,0,38,1,36.0,0,0,1,124.0,1
11802,0,63,1,28.0,0,0,1,150.0,0
20597,1,57,1,28.0,1,0,0,26.0,0
13367,1,45,1,46.0,0,0,1,124.0,1
31924,0,36,1,28.0,0,0,1,147.0,1
20650,1,43,1,28.0,0,0,1,26.0,1
21479,1,46,1,41.0,1,0,0,152.0,0
17688,0,39,1,28.0,0,0,1,124.0,1
28302,1,21,1,45.0,1,1,0,160.0,0
11948,0,44,1,28.0,0,0,1,26.0,1
32304,1,46,1,19.0,0,0,1,26.0,1
36573,1,62,1,2.0,0,0,1,26.0,0
22429,1,61,1,8.0,0,0,1,124.0,0
5377,1,22,1,30.0,0,1,1,152.0,0
15671,0,37,1,8.0,0,0,1,26.0,1
28387,1,37,1,8.0,1,0,0,7.0,0
28632,1,70,1,48.0,0,0,1,26.0,0
7060,0,27,1,30.0,1,1,0,152.0,0
23539,1,37,1,7.0,0,0,1,124.0,1
15703,1,50,1,46.0,0,0,1,26.0,1
24473,0,61,1,8.0,0,2,1,150.0,0
14540,0,26,1,16.0,1,1,0,152.0,0
9935,1,46,1,41.0,0,0,1,26.0,1
16681,1,38,1,37.0,0,0,1,157.0,1
20075,1,62,1,8.0,1,0,0,7.0,0
17786,1,43,1,33.0,1,0,1,124.0,0
9149,0,43,1,41.0,0,0,1,26.0,1
20769,1,27,1,8.0,0,1,1,152.0,1
5340,0,79,1,26.0,1,0,1,22.0,0
26449,0,28,1,32.0,0,1,1,152.0,1
9097,1,21,1,46.0,1,1,0,152.0,0
247,1,46,1,28.0,0,0,0,60.0,0
31713,1,38,1,5.0,0,0,1,145.0,1
34992,0,34,1,18.0,0,0,1,124.0,0
4398,0,32,1,46.0,1,1,0,156.0,0
20824,0,29,1,3.0,0,1,1,152.0,1
33017,1,47,1,45.0,1,0,0,125.0,0
30884,1,40,1,8.0,0,0,1,124.0,1
9074,1,38,1,28.0,1,0,0,26.0,0
5786,0,53,1,28.0,0,0,1,124.0,0
7950,1,23,1,28.0,1,1,0,152.0,0
120,1,53,1,28.0,1,0,0,122.0,0
9249,1,47,1,50.0,0,0,1,18.0,1
24242,1,52,1,28.0,1,0,0,26.0,0
3661,0,22,1,23.0,1,1,0,152.0,0
15064,1,24,1,29.0,1,1,0,152.0,0
17742,1,69,1,28.0,0,2,1,124.0,1
12203,0,47,1,28.0,0,0,1,26.0,1
3495,1,26,1,28.0,0,0,1,124.0,1
16384,1,60,1,18.0,0,0,1,156.0,0
9459,1,44,1,11.0,0,0,1,26.0,1
10881,0,31,1,28.0,0,0,1,26.0,1
10873,1,58,1,28.0,1,0,0,55.0,0
35249,0,80,1,50.0,1,0,0,122.0,0
19211,1,49,1,8.0,0,0,1,26.0,1
13852,0,52,1,24.0,0,0,1,157.0,1
12753,0,50,1,8.0,0,0,1,26.0,1
3885,0,22,1,28.0,0,0,1,124.0,1
6932,1,36,1,28.0,0,0,1,26.0,0
7897,1,29,1,18.0,0,0,0,124.0,0
6930,0,42,1,28.0,0,0,1,26.0,1
17228,1,72,1,40.0,1,0,0,26.0,0
34798,0,79,1,37.0,0,0,1,157.0,0
1422,0,51,1,28.0,0,0,1,30.0,1
5091,0,25,1,8.0,0,1,0,152.0,0
20887,0,48,1,14.0,0,0,1,124.0,1
21808,1,65,1,28.0,0,0,1,124.0,1
29232,0,39,1,28.0,0,0,1,122.0,1
11007,0,21,1,39.0,1,1,0,160.0,0
630,0,48,1,28.0,0,0,1,52.0,1
7781,0,49,1,28.0,0,0,1,26.0,1
21856,1,45,1,28.0,0,0,0,124.0,0
3872,0,27,1,37.0,0,1,0,152.0,1
14148,0,22,1,11.0,1,1,0,152.0,0
15949,0,21,1,15.0,0,1,1,160.0,1
6937,1,49,1,28.0,0,0,0,26.0,0
9798,1,41,1,46.0,0,0,1,157.0,1
10075,1,34,1,29.0,0,0,1,157.0,1
705,1,75,1,37.0,1,0,0,128.0,0
31079,0,37,1,41.0,0,0,1,124.0,1
5314,1,50,1,8.0,0,0,1,26.0,1
32251,1,43,1,8.0,0,0,1,124.0,0
2208,0,51,1,28.0,1,0,0,26.0,0
6425,1,22,1,47.0,0,1,1,160.0,1
9480,1,41,1,28.0,0,0,1,124.0,1
28892,1,73,1,28.0,1,0,0,122.0,0
1736,1,45,1,6.0,0,0,1,124.0,1
18372,1,23,1,46.0,0,1,1,26.0,0
22964,1,59,1,28.0,0,0,0,26.0,0
12487,0,58,1,28.0,0,0,1,122.0,1
24261,1,21,1,9.0,0,1,1,163.0,1
26310,1,41,1,31.0,0,0,1,154.0,1
24349,1,22,1,28.0,1,1,0,160.0,0
10834,1,66,1,28.0,1,0,0,55.0,0
21696,1,43,1,8.0,0,2,1,124.0,1
31499,0,70,1,8.0,1,0,0,7.0,0
39,1,58,1,28.0,0,0,1,26.0,1
20443,0,58,1,28.0,0,0,1,26.0,1
474,0,36,1,28.0,0,0,1,152.0,1
2541,1,38,1,28.0,0,0,1,124.0,1
20465,0,45,1,28.0,0,0,1,26.0,1
9606,1,50,1,28.0,0,0,1,124.0,0
28372,1,46,1,28.0,0,0,1,26.0,1
18673,0,44,1,28.0,0,0,1,26.0,1
26670,1,23,1,11.0,1,1,0,152.0,0
24735,1,45,1,4.0,0,0,1,124.0,1
3944,0,29,1,28.0,0,1,1,152.0,1
24809,1,22,1,18.0,1,1,0,152.0,0
6497,1,40,1,14.0,0,0,1,124.0,1
16295,1,45,1,36.0,0,0,1,26.0,1
24620,1,36,1,28.0,0,0,1,26.0,1
18965,1,35,1,15.0,0,0,1,26.0,1
3402,1,73,1,28.0,0,2,1,26.0,0
31456,1,42,1,6.0,0,0,1,124.0,1
11265,1,44,1,35.0,0,0,1,124.0,1
27602,0,23,1,30.0,1,1,0,152.0,0
9523,0,26,1,41.0,0,1,1,152.0,1
7892,1,34,1,33.0,0,0,1,31.0,1
15969,0,41,1,45.0,0,0,1,26.0,1
11377,1,51,1,37.0,0,0,1,124.0,0
12879,0,74,1,28.0,0,1,0,1.0,0
20335,0,27,1,41.0,1,1,0,152.0,0
1786,0,49,1,3.0,0,0,1,10.0,1
28344,0,47,1,39.0,0,2,1,124.0,1
12462,1,47,1,13.0,1,0,0,157.0,0
13542,1,48,1,28.0,0,0,1,26.0,1
36762,0,39,1,28.0,1,0,0,124.0,0
11860,0,41,1,28.0,0,0,1,124.0,0
3557,1,61,1,41.0,1,0,0,124.0,0
6832,1,42,1,28.0,0,0,1,26.0,0
5224,0,32,1,28.0,0,0,1,156.0,0
26141,1,22,1,46.0,0,1,1,160.0,0
35745,0,23,1,46.0,1,1,0,152.0,0
421,0,54,1,28.0,0,0,1,26.0,0
16671,0,37,1,29.0,1,0,0,152.0,0
9592,0,61,1,8.0,0,0,1,156.0,0
17845,0,55,1,28.0,0,0,1,157.0,0
26554,0,23,1,28.0,0,1,1,152.0,1
3681,1,62,1,17.0,0,0,0,26.0,0
31553,0,69,1,28.0,0,0,1,122.0,0
24098,1,36,1,46.0,0,0,1,26.0,1
1420,0,24,1,36.0,1,1,0,152.0,0
11234,0,40,1,28.0,0,2,1,122.0,1
29647,1,48,1,28.0,0,2,1,26.0,1
24519,1,28,1,6.0,1,1,0,152.0,0
31599,0,38,1,28.0,1,0,0,26.0,0
28326,0,30,1,50.0,0,1,1,152.0,0
10153,0,26,1,28.0,0,1,1,26.0,0
7785,1,41,1,26.0,1,0,0,154.0,0
2331,0,61,1,46.0,0,0,1,26.0,1
15192,1,45,1,40.0,1,0,0,26.0,0
33554,0,26,1,33.0,1,1,0,152.0,0
28488,1,33,1,24.0,0,0,1,124.0,0
32477,0,50,1,28.0,0,0,1,124.0,0
17655,1,47,1,28.0,0,0,1,30.0,1
17387,0,44,1,28.0,1,0,1,26.0,0
28654,1,63,1,22.0,0,0,1,124.0,0
17193,1,23,1,46.0,1,1,1,152.0,0
25331,1,32,1,28.0,0,1,1,124.0,1
16053,0,80,1,28.0,0,0,1,25.0,1
20544,1,27,1,8.0,1,1,0,152.0,0
24821,0,45,1,28.0,1,0,0,26.0,0
28336,0,47,1,24.0,0,0,1,26.0,1
10271,1,22,1,8.0,0,1,1,152.0,0
17245,1,68,1,50.0,1,0,0,156.0,0
31986,0,31,1,30.0,1,1,0,152.0,0
17978,1,24,1,28.0,1,1,0,152.0,0
10765,0,44,1,8.0,0,0,0,124.0,0
30527,1,50,1,43.0,1,0,0,124.0,0
22718,0,41,1,50.0,0,0,1,124.0,1
14187,0,29,1,3.0,0,0,1,157.0,1
25974,1,52,1,29.0,0,0,1,122.0,1
2095,0,42,1,28.0,0,0,1,124.0,1
26642,1,39,1,8.0,0,0,1,26.0,1
15277,1,48,1,28.0,0,0,1,26.0,1
29213,1,51,1,28.0,0,0,1,26.0,1
17026,1,31,1,8.0,0,0,1,124.0,1
12659,0,25,1,28.0,0,1,1,152.0,0
1295,0,48,1,28.0,0,0,1,124.0,1
9108,1,50,1,8.0,0,0,1,124.0,0
9457,1,24,1,13.0,1,1,0,152.0,0
5540,1,70,1,28.0,0,2,1,26.0,1
7167,0,48,1,15.0,0,0,1,124.0,1
3298,1,51,1,46.0,0,0,1,124.0,0
10113,1,42,1,38.0,0,0,1,155.0,1
7722,1,21,1,18.0,0,1,1,152.0,1
26593,0,75,1,28.0,0,2,1,26.0,1
24712,1,22,1,11.0,0,0,1,26.0,1
11756,1,32,1,28.0,0,0,1,124.0,1
1400,1,45,1,8.0,0,0,1,124.0,1
12422,0,24,1,46.0,0,1,1,152.0,1
22632,0,31,1,49.0,0,0,1,155.0,1
25877,1,43,1,38.0,0,0,1,124.0,1
27389,1,31,1,8.0,0,1,1,160.0,1
7329,0,37,1,28.0,0,0,1,154.0,1
21806,0,38,1,28.0,0,2,1,124.0,0
30888,1,45,1,35.0,0,0,1,26.0,1
24646,0,65,1,41.0,1,0,0,124.0,0
17535,0,31,1,3.0,1,0,0,124.0,0
16086,0,23,1,41.0,1,1,0,151.0,0
2294,1,30,1,28.0,1,1,0,152.0,0
14107,0,23,1,27.0,0,1,0,152.0,1
18004,0,45,1,28.0,0,0,1,124.0,0
24311,1,37,1,49.0,0,0,1,124.0,1
7027,0,23,1,32.0,0,1,1,26.0,1
6914,0,43,1,28.0,1,0,0,157.0,0
7002,0,20,1,50.0,0,1,1,160.0,0
20773,1,68,1,28.0,0,2,1,124.0,0
23882,0,76,1,28.0,0,0,1,124.0,0
9094,0,23,1,15.0,0,1,0,160.0,0
23199,1,51,1,29.0,0,2,1,155.0,0
27847,0,42,1,31.0,0,0,1,124.0,1
20749,1,35,1,28.0,0,0,1,156.0,1
3564,1,49,1,8.0,0,0,1,124.0,1
1154,1,50,1,28.0,0,0,1,26.0,0
14535,0,61,1,28.0,0,0,1,26.0,0
9118,1,43,1,28.0,0,0,1,124.0,1
4058,1,59,1,36.0,0,2,1,26.0,0
6651,0,71,1,28.0,0,0,1,124.0,0
30222,0,20,1,15.0,0,1,1,160.0,0
6340,1,40,1,29.0,0,0,1,120.0,1
10117,0,39,1,7.0,1,0,0,124.0,0
28826,0,28,1,41.0,0,0,1,124.0,1
1391,1,64,1,8.0,1,0,1,26.0,0
9619,1,37,1,14.0,1,0,1,26.0,0
20552,1,37,1,28.0,0,0,1,26.0,1
17756,0,31,1,35.0,0,1,1,124.0,1
31976,1,25,1,18.0,1,1,0,152.0,0
4528,1,37,1,28.0,0,0,1,26.0,1
5476,1,31,1,9.0,0,0,1,157.0,1
34302,0,41,1,41.0,0,0,1,61.0,0
33337,1,37,1,28.0,0,0,1,124.0,0
28357,1,22,1,41.0,1,1,0,160.0,0
10064,1,45,1,23.0,0,0,1,155.0,1
26822,0,50,1,2.0,0,0,1,156.0,1
33589,0,25,1,41.0,1,1,0,152.0,0
8777,0,40,1,28.0,0,0,1,124.0,1
2182,0,66,1,28.0,0,0,1,26.0,1
14842,1,59,1,41.0,0,0,1,154.0,0
7803,0,38,1,11.0,0,0,1,124.0,0
12955,1,37,1,28.0,0,0,1,124.0,0
26159,1,44,1,28.0,0,0,1,124.0,1
22681,1,46,1,8.0,0,0,1,124.0,1
16641,1,46,1,47.0,0,0,1,124.0,0
31366,0,52,1,28.0,0,0,1,26.0,1
31415,0,21,1,32.0,1,1,1,152.0,0
17571,0,22,1,41.0,1,1,0,152.0,0
991,0,30,1,18.0,0,1,1,152.0,0
8909,1,46,1,43.0,0,0,1,124.0,1
5503,0,33,1,11.0,0,0,0,157.0,0
13485,1,67,1,38.0,1,0,0,124.0,0
27510,1,57,1,12.0,0,0,1,157.0,1
1570,0,24,1,28.0,0,1,1,26.0,1
32654,0,21,1,39.0,0,1,1,152.0,0
17090,1,33,1,28.0,0,1,1,152.0,0
24234,1,37,1,13.0,0,0,1,156.0,0
30676,1,22,1,16.0,1,1,0,160.0,0
22753,1,76,1,50.0,0,2,1,30.0,0
18699,0,41,1,8.0,0,0,1,124.0,1
1954,0,21,1,10.0,1,1,0,152.0,0
30505,0,27,1,28.0,1,1,0,160.0,0
19252,1,43,1,8.0,0,0,1,26.0,0
15199,0,47,1,28.0,0,2,1,26.0,1
27062,0,43,1,28.0,1,0,0,124.0,0
16726,1,42,1,47.0,0,0,1,26.0,1
13651,1,53,1,28.0,0,2,1,26.0,1
19388,1,44,1,11.0,0,0,1,124.0,1
23708,0,54,1,28.0,1,0,0,124.0,0
4679,0,49,1,28.0,0,0,1,26.0,1
18307,1,69,1,8.0,0,2,1,124.0,1
15767,0,60,1,28.0,0,0,1,26.0,1
4521,0,25,1,41.0,0,1,1,152.0,0
32059,0,42,1,8.0,1,0,0,26.0,0
3120,1,46,1,28.0,0,0,1,26.0,1
22154,0,25,1,8.0,1,1,0,152.0,0
11955,1,52,1,28.0,0,0,1,26.0,0
14353,0,50,1,35.0,1,0,0,124.0,0
14747,1,68,1,28.0,1,0,0,124.0,0
17557,1,34,1,3.0,0,0,1,154.0,1
14944,1,23,1,2.0,1,1,0,152.0,0
7616,1,51,1,28.0,0,0,1,26.0,1
32778,0,23,1,41.0,1,1,0,152.0,0
31470,0,62,1,28.0,1,0,0,26.0,0
19043,1,37,1,31.0,1,0,1,163.0,0
35747,0,28,1,26.0,0,0,0,124.0,0
24284,0,21,1,50.0,1,1,0,160.0,0
30037,1,69,1,28.0,0,0,1,26.0,1
7411,0,24,1,15.0,1,1,0,152.0,0
29747,1,23,1,36.0,0,1,1,152.0,0
8317,1,35,1,8.0,0,0,1,124.0,1
33175,1,43,1,28.0,1,0,0,26.0,0
27175,1,48,1,46.0,0,0,1,26.0,0
13320,0,73,1,8.0,0,0,1,124.0,1
29019,1,43,1,47.0,0,2,1,16.0,1
28051,1,37,1,30.0,1,0,0,152.0,0
15811,1,63,1,28.0,0,0,1,26.0,1
21644,0,21,1,46.0,0,1,1,160.0,0
17252,1,39,1,8.0,0,0,1,124.0,1
11069,1,34,1,32.0,0,0,1,26.0,1
27079,1,32,1,3.0,0,0,1,156.0,0
34938,0,39,1,28.0,0,0,1,26.0,0
28409,0,39,1,39.0,0,0,1,124.0,1
5524,0,27,1,28.0,1,1,0,152.0,0
25528,0,25,1,6.0,1,1,0,152.0,0
32603,0,24,1,10.0,1,1,0,152.0,1
11580,0,25,1,3.0,1,1,0,152.0,0
2212,0,52,1,41.0,0,0,1,26.0,1
13605,0,24,1,25.0,0,1,1,152.0,0
15306,0,51,1,28.0,0,0,1,122.0,1
7574,1,42,1,7.0,0,0,1,124.0,0
12557,0,30,1,28.0,0,1,1,122.0,0
4364,0,22,1,28.0,0,1,1,152.0,1
22194,1,40,1,8.0,0,0,1,156.0,0
4397,1,73,1,29.0,1,0,0,26.0,0
4562,1,73,1,15.0,1,0,0,124.0,0
26180,0,46,1,28.0,0,0,1,124.0,1
35079,0,21,1,18.0,0,1,1,160.0,0
16501,1,28,1,12.0,0,1,1,152.0,0
16469,0,55,1,28.0,0,0,1,124.0,1
34598,0,22,1,45.0,1,1,0,152.0,0
712,0,22,1,8.0,1,1,0,152.0,0
29387,1,41,1,11.0,0,2,1,26.0,1
26482,1,40,1,28.0,0,0,1,13.0,1
20265,1,21,1,29.0,1,1,0,152.0,0
29795,1,22,1,15.0,1,1,0,152.0,0
31234,0,24,1,41.0,0,1,1,152.0,1
25827,0,33,1,28.0,0,1,1,152.0,0
26904,0,25,1,45.0,1,1,0,151.0,0
23145,0,51,1,28.0,0,2,1,26.0,1
23534,0,37,1,4.0,0,0,1,124.0,0
15054,1,23,1,47.0,0,1,1,152.0,1
23054,0,60,1,30.0,1,0,0,160.0,0
1879,1,21,1,46.0,0,0,1,157.0,1
13784,0,22,1,46.0,1,1,0,152.0,0
23870,1,29,1,28.0,1,0,0,124.0,0
34664,0,24,1,30.0,1,1,0,152.0,0
15676,0,55,1,2.0,1,0,0,152.0,0
21523,1,51,1,48.0,0,0,1,26.0,0
30428,0,23,1,46.0,0,1,1,152.0,0
27495,1,56,1,28.0,0,0,1,26.0,1
11658,1,36,1,28.0,0,0,1,163.0,1
